,Pitcher,pitcherId,team,Total,Hand,Stf+ FA,Stf+ SL,Stf+ CU,Stf+ FC,Stf+ SI,Stf+ CH,Stf+ FS,Stuff+
2600,R. Cruce,1339633868,MER,72,L,,,,,72,101,,85
2601,E. Steckmesser,1340174080,ALA,272,L,96,,100,,103,,,100
2602,N. Stern,1340201304,TCU,517,R,116,112,102,94,,,,112
2603,M. Cook,1340260866,KU,718,R,102,113,96,107,106,93,,105
2604,D. Mulcahy,1340663040,SFA,330,R,94,117,105,,,108,,103
2605,J. Potteiger,1340722432,CMU,246,L,101,104,,,98,,,102
2606,R. Rivera,1340724736,IND,740,R,109,111,108,106,,95,,107
2607,J. Armistead,1340848384,USM,310,R,101,109,,,,,,103
2608,Z. Davis,1340941405,BRY,101,R,95,100,,,,,,97
2609,D. Welk,1341220371,SLU,210,R,106,93,,,,,,101
2610,J. Clevidence,1341255803,QUC,367,R,105,,85,,,,,101
2611,K. Alberghini,1341302016,SEA,145,R,99,,,97,,,,98
2612,B. Smith,1341305088,SEA,540,R,100,93,,,98,98,,98
2613,L. Alwood,1341305344,SEA,559,R,113,113,111,,,114,,113
2614,R. Palmer,1341314816,CBU,718,R,109,100,,86,,89,,103
2615,R. Kittredge,1341316352,UTAH,515,R,98,99,,,88,102,,96
2616,R. Martinez,1341380352,UTU,349,R,97,92,,,,84,,91
2617,C. Amborn,1341382656,SF,257,R,89,,,96,,,,94
2618,N. Bonn,1341386496,CP,594,R,119,103,,,,101,87,111
2619,G. Nichols,1341388288,WASH,696,R,116,,103,,,100,,110
2620,C. McRoberts,1341425152,USD,282,R,110,99,,,,99,,106
2621,M. Werk,1341428224,SDST,180,R,82,86,,,,103,,91
2622,L. Cole,1341464320,MER,357,R,91,96,94,,86,,,93
2623,N. Ehlers,1341493842,MCYH,154,R,84,90,,,,,,87
2624,P. Marlatt,1341504512,SCAR,419,R,109,,101,93,,,,104
2625,D. Gutierrez,1341830144,USD,1053,R,120,107,85,,,109,,114
2626,N. Galvan,1342166544,AC,186,R,96,89,94,,,,,94
2627,C. Russell,1342166548,AFA,126,R,91,103,,,,,,97
2628,J. Allen,1342166566,AKR,421,L,98,93,,,,95,,96
2629,P. Munday,1342166567,AKR,298,L,98,78,,,,,,89
2630,T. Robertson,1342166583,ALA,39,L,105,,,,,,,105
2631,A. Castro,1342166619,NEV,833,L,95,101,95,,,96,,96
2632,C. Johnson,1342166620,SDSU,622,R,100,102,,98,,114,,103
2633,K. Elarton,1342166621,HCU,264,R,92,99,,,,113,,100
2634,A. Belardes,1342166624,SDSU,940,R,98,94,78,101,,103,,98
2635,C. Cox,1342166682,PEAY,524,L,103,106,,,103,91,,101
2636,K. Applebey,1342166684,PEAY,293,R,92,,108,99,96,,,98
2637,B. Griffith,1342166743,BING,209,R,98,104,,98,,106,,101
2638,I. Kaiser,1342166744,BING,64,L,114,,,,,,,114
2639,N. Kress,1342166765,BGSU,361,R,102,110,,,109,83,,105
2640,T. Lotz,1342166766,BGSU,214,L,94,104,117,,,,,104
2641,B. Mulholland,1342166795,BRY,96,R,91,,,98,,,,93
2642,K. Julks,1342166812,BUCK,37,R,87,,,,,,,87
2643,I. Regal,1342166814,BUT,290,L,95,105,,100,105,97,,100
2644,C. Bell,1342166829,BYU,495,R,93,72,,103,103,89,,92
2645,G. Eddy,1342166856,CAL,1151,R,115,113,116,102,81,,,113
2646,L. Alaniz,1342166858,CSN,576,R,84,101,,113,,109,,99
2647,C. Teper,1342166863,CBU,567,L,91,98,102,,,101,,97
2648,N. Urquidi,1342166870,CBU,647,L,108,,86,,,108,,105
2649,A. Jones,1342166897,CARK,183,R,93,112,93,106,,,,100
2650,K. Nesslage,1342166900,CARK,184,R,105,,,,101,,,103
2651,A. Kostic,1342166906,LAM,408,R,102,97,,98,,,,100
2652,B. Grindlinger,1342166912,LBSU,67,R,99,105,,,,,,103
2653,L. Edwards,1342166951,MD,313,L,101,94,90,116,,96,,100
2654,T. Lopez,1342166956,CLMB,231,R,108,115,107,,,,,110
2655,E. Van Sice,1342166986,COR,406,R,98,92,89,,,,,96
2656,A. Townson,1342167000,FRES,779,R,104,100,,,,89,,102
2657,G. Pyne,1342167016,DAV,274,R,96,103,,,,,,99
2658,D. Bryan,1342167075,DEL,179,L,92,92,,,,118,,99
2659,R. McLaughlin,1342167076,DEL,780,R,93,96,99,,94,110,,97
2660,A. Callaway,1342167077,DEL,563,L,97,91,,,89,78,,90
2661,M. Maloney,1342167226,WMU,147,R,85,90,,,,105,,90
2662,H. Possehl,1342167249,FGCU,797,L,105,104,,,108,105,,106
2663,P. Rogers,1342167250,FGCU,605,R,96,89,95,,,122,,102
2664,T. Cameron,1342167256,FIU,365,R,108,,98,98,,91,,101
2665,K. Adetuyi,1342167259,FAU,1158,L,110,92,,111,92,105,,100
2666,C. McDonald,1342167278,FLA,533,R,113,107,108,,,95,,108
2667,C. Rodriguez,1342167280,FLA,25,R,124,,,,,,,124
2668,P. Manca,1342167297,FSU,109,L,131,116,,,,,,128
2669,J. Lewis,1342167319,GASO,568,R,104,96,91,103,95,99,,99
2670,C. Poe,1342167368,GTWN,29,L,,,,,85,,,85
2671,P. Farley,1342167384,UGA,610,R,89,100,89,108,,101,,97
2672,K. Hammer,1342167430,SEA,871,L,105,88,101,,107,112,,104
2673,M. Harati,1342167452,GRAM,199,R,97,93,,,,,,96
2674,R. McHugh,1342167476,HARV,237,R,95,99,,,91,109,,98
2675,E. Thomas,1342167484,TCU,235,R,111,106,,,,,,110
2676,C. Edmonds,1342167513,HOU,86,L,95,,,,,113,,104
2677,E. O'Neill,1342167554,IND,51,R,103,,,,,,,103
2678,J. Barroqueiro,1342167609,HALL,590,L,101,104,,,108,105,,104
2679,L. Duff,1342167610,JMU,107,L,96,102,,,,,,98
2680,L. McGrath,1342167611,JMU,443,R,114,101,,,,93,,109
2681,B. Parker,1342167614,UALR,742,L,103,100,98,,128,107,,104
2682,B. Rosin,1342167617,MURR,400,R,97,109,,,,98,,102
2683,B. Rabatin,1342167653,KENT,717,R,104,118,94,109,,91,,106
2684,E. Holewinski,1342167654,KENT,492,R,95,78,,,88,119,,103
2685,T. Skelding,1342167669,UK,229,R,93,,,101,101,112,,102
2686,C. Rodgers,1342167684,LAF,28,R,,,,,102,,,102
2687,J. Fields,1342167742,LBSU,378,R,105,95,,,,,,103
2688,D. Kirby,1342167776,TNTC,222,R,96,105,,,,109,,101
2689,H. Toal,1342167788,ULM,178,L,82,,,,,91,,83
2690,B. Stewart,1342167797,NEB,37,L,,110,,,,,,110
2691,T. Howard,1342167804,PUR,663,R,102,105,98,,,103,,102
2692,T. Schlageter,1342167805,LOU,233,L,99,102,,,,109,,102
2693,A. Brown,1342167845,MAN,39,R,,,,,76,,,76
2694,C. Fidanza,1342167849,MAN,67,R,88,,110,,,,,97
2695,A. Vargas,1342167866,MRST,117,R,91,79,,,,,,88
2696,B. Thomason,1342167906,MASS,198,R,100,86,,,,107,,96
2697,P. Coppinger,1342167923,MCNS,329,R,102,104,99,,96,112,,102
2698,W. Howell,1342167928,MEM,1137,R,107,104,101,103,,,,106
2699,N. Hunkele,1342167952,MRMK,227,R,95,81,,,,105,,95
2700,K. O'Hearn,1342167973,MICH,82,L,112,,,,,,,112
2701,D. Kaminski,1342167988,WIU,124,R,82,107,,,,,,96
2702,T. Farquhar,1342167991,TROY,42,R,98,,,,,,,98
2703,W. Shaw,1342167994,MTU,46,L,,97,,,,,,97
2704,M. Weckler,1342168025,MILW,351,R,92,81,90,,90,90,,89
2705,K. Drew,1342168062,MIZZ,174,L,,86,,,87,109,,91
2706,C. Scherer,1342168080,MONM,25,R,89,,,,,,,89
2707,J. Danyluk,1342168082,MONM,170,L,99,,,124,,,,108
2708,J. Ciancimino,1342168084,PITT,366,R,122,96,,,,,,111
2709,M. Archibald,1342168110,NAVY,849,R,98,101,98,,,99,,98
2710,C. Jasa,1342168139,NEB,1183,R,99,124,120,112,,114,,115
2711,L. Wiseman,1342168150,UNM,26,R,,,,105,,,,105
2712,J. Lopez,1342168156,JKST,530,L,99,98,,,,105,,99
2713,S. Jones,1342168157,UNO,364,R,108,110,,,115,,,111
2714,J. Ondus,1342168177,NIAG,54,R,98,,,,,,,98
2715,J. Kirby,1342168209,SCUS,535,R,87,96,103,101,,114,,97
2716,M. Yokum,1342168210,CIT,83,L,108,,,,,,,108
2717,R. Hench,1342168211,COFC,370,R,88,105,94,,,,,98
2718,D. McSweeney,1342168241,NE,330,L,112,97,,,,96,,108
2719,J. Cropper,1342168242,NE,33,R,,,,,102,,,102
2720,C. Fiveash,1342168269,NWST,276,R,108,96,91,,,,,103
2721,T. Indomenico,1342168287,ILL,57,L,,,,97,105,,,101
2722,S. Ruhle,1342168290,OAK,179,R,95,,103,,,94,,97
2723,A. Henry,1342168335,SDST,211,R,104,104,,,,,,104
2724,T. Rabe,1342168362,MISS,819,R,112,109,,86,104,102,,103
2725,W. Rouse,1342168368,ORU,328,L,105,103,122,,,112,,108
2726,B. Johnson,1342168412,WASH,500,R,94,95,105,111,,,106,100
2727,J. DeCremer,1342168415,ARK,254,R,105,,103,,,103,,104
2728,K. Starr,1342168467,PORT,89,R,96,,,,,92,,95
2729,K. Hoskinson,1342168468,PORT,73,R,98,92,,,,,,95
2730,L. Anderson,1342168469,PORT,145,L,96,105,,,97,,,100
2731,T. Williams,1342168472,PRE,947,R,94,84,92,,,99,,95
2732,C. Wolf,1342168484,PRIN,340,R,103,83,,,,,,99
2733,B. Perry,1342168540,URI,56,R,104,,,,,,,104
2734,M. Fuentes,1342168554,RICE,284,R,97,105,,96,,101,,100
2735,J. Kirchner,1342168576,RUTG,409,R,102,93,,,112,107,,101
2736,J. Shadek,1342168577,GT,419,R,117,,113,,,,,116
2737,D. Duke,1342168617,LA S,183,L,104,86,,,,89,,96
2738,F. Chapman,1342168626,SMC,158,R,94,103,,92,,,,96
2739,A. Mancini,1342168645,SPC,29,R,108,,,,,,,108
2740,T. Smith,1342168649,UNCO,75,R,94,90,,,,,,92
2741,C. Scolari,1342168677,ORE,786,R,105,109,105,,,,,106
2742,S. Falace,1342168762,SIE,36,L,102,,,,,,,102
2743,G. Nutter,1342168763,SIUE,277,R,101,91,,,,,,99
2744,T. Augedahl,1342168780,SDST,272,L,105,108,,,110,111,,107
2745,M. Goldenbaum,1342168795,CREI,271,R,111,,108,,,,,110
2746,B. Watts,1342168823,SIND,239,R,86,,100,,,100,,93
2747,B. Gluckman,1342168888,STET,30,R,101,,,,,,,101
2748,C. Cormier,1342168965,ILST,855,R,111,110,103,,,,,110
2749,A. Vargas,1342169018,NICH,448,L,108,,103,132,107,,,116
2750,T. Baker,1342169023,RICE,288,R,105,110,,,,,,106
2751,G. Bonanno,1342169099,UCD,400,R,98,95,,,,,,96
2752,A. Blanchet,1342169119,UCRV,171,R,92,115,,,,,,100
2753,S. Murdock,1342169143,UCSD,1190,R,113,112,114,,,94,,112
2754,C. Timothy,1342169144,SAC,769,R,86,96,100,93,77,112,,94
2755,M. Swan,1342169145,CSF,112,L,97,,,,,113,,101
2756,J. OConnor,1342169188,UCLA,201,R,93,,,91,,94,,92
2757,D. Wolff,1342169195,FAIR,52,R,99,,,,,,,99
2758,F. Spirito IV,1342169196,CONN,110,R,111,101,,,,,,108
2759,K. Peters,1342169198,CONN,54,R,105,,,,,,,105
2760,T. Galusha,1342169200,BRY,230,R,108,,,90,,,,103
2761,A. Gonzalez,1342169249,UMBC,79,R,110,80,,,,,,94
2762,D. Smith,1342169274,UNCG,25,R,,,,,,89,,89
2763,T. Zahradnik,1342169318,UTA,294,L,94,98,,,,97,,95
2764,K. Winkler,1342169319,UTA,529,L,91,98,,,,94,,93
2765,A. McGorman,1342169356,UTAH,173,R,94,,,,98,,,96
2766,E. Brooks,1342169362,UTU,328,R,108,101,98,,103,,,106
2767,C. Kelley,1342169393,UTSA,914,R,115,103,,100,,101,,112
2768,S. Boynton,1342169414,VALP,586,R,100,102,104,101,101,101,,101
2769,E. Robinson,1342169418,MTU,117,R,91,95,,,,,,93
2770,J. Schulz,1342169419,VAN,295,L,114,108,108,,,,,111
2771,N. Teague,1342169421,VAN,52,R,,,,,105,,,105
2772,J. Gomez,1342169425,LONG,226,R,92,108,105,,96,,,102
2773,J. Spiegel,1342169464,VMI,496,R,104,100,100,,,,,102
2774,D. Skolfield,1342169497,UTA,233,R,94,110,,,,,,98
2775,N. Lewis,1342169499,WSU,602,L,95,67,,,,93,,88
2776,K. Fuller,1342169507,WCU,178,R,109,108,,111,,,,109
2777,H. Dubois,1342169512,WIU,298,R,96,92,,,99,,,95
2778,C. Vercoe,1342169548,UTRGV,572,R,107,111,,,,100,,108
2779,D. Lingle,1342169566,WM,241,R,95,95,,106,,,,97
2780,T. Bourque,1342169568,WM,527,L,94,96,,75,,97,,87
2781,B. Hileman,1342169597,ME,27,R,92,,,,,,,92
2782,D. Rivers,1342169598,WOF,76,R,93,,,103,,,,99
2783,R. Piech,1342169627,XAV,928,R,122,109,103,,,87,,116
2784,B. Winslow,1342169629,YALE,512,R,98,112,,112,,105,85,107
2785,B. Brailey,1342169652,CAMP,385,R,,100,117,,107,,,108
2786,J. Hyneman,1342169699,SIU,246,R,96,101,,,,100,102,99
2787,T. Holland,1342169701,UNCG,90,L,109,108,,,,,,109
2788,D. Musial,1342169703,HOF,194,R,93,96,,,,102,,95
2789,J. Arnold,1342169851,MSM,30,R,83,,,,,,,83
2790,C. French,1342169857,NKU,152,R,84,104,,,,98,,96
2791,A. Pollock,1342169923,NEV,291,R,92,100,99,,,,,96
2792,N. Zimmerman,1342170033,HP,417,L,100,112,,,106,112,,107
2793,S. Round,1342170043,ARIZ,25,R,,108,,,,,,108
2794,T. Paschke,1342170187,LU,277,R,90,82,94,,,88,,89
2795,J. Price,1342170246,EKY,1032,R,89,96,91,98,97,101,103,94
2796,M. Murphy,1342170339,XAV,617,R,97,98,,110,97,100,,100
2797,J. Files,1342170363,JVST,259,R,100,112,,100,,,,103
2798,B. McCain,1342170437,PEAY,349,R,103,86,,,103,,,101
2799,G. Plante,1342170733,UOWG,54,L,90,,,,,,,90
2800,J. Steventon,1342170754,WAG,169,R,107,74,,,,,,95
2801,R. Clark,1342170867,AAMU,45,L,89,,,,,,,89
2802,L. Wilson,1342170969,NKU,426,R,91,106,91,102,96,97,,97
2803,J. Hollis,1342170987,CAL,27,R,,,,,,116,,116
2804,K. Rossy,1342170989,SIUE,100,R,101,92,,,,,,97
2805,R. VanDeWater,1342170992,MRST,75,R,101,,,,,,,101
2806,J. Young,1342171011,QUC,471,R,102,95,,102,101,108,,102
2807,R. Gill,1342171069,NKU,152,L,85,89,,82,,92,,87
2808,L. Agnew,1342171146,NDSU,27,R,81,,,,,,,81
2809,R. Agarwal,1342378001,SPC,27,R,75,,,,,,,75
2810,I. Lucas,1342481524,MEM,436,L,93,101,,,,,,98
2811,S. Broussard,1342625290,DILL,30,R,92,,,,,,,92
2812,S. Stahl,1342739213,BAY,172,L,102,,104,,,108,,105
2813,S. Newton,1342952279,ARMY,67,R,82,,,,,,,82
2814,B. Gagen,1343203022,EKY,558,L,93,91,89,,90,86,,91
2815,J. Korthas,1344124282,CLMB,270,L,99,,105,,,,,101
2816,J. Kafka,1345094537,VALP,219,R,94,,,,,102,,98
2817,G. Walker,1345156663,DUKE,149,R,93,102,95,98,,,,97
2818,N. Matoush,1345841462,DART,208,L,112,,,,112,103,,111
2819,M. Foley,1346313071,IW,276,R,121,,107,,,,,119
2820,B. Juntunen,1346676919,FAU,178,R,93,,,98,,108,,101
2821,M. Tight,1346935126,COR,402,R,93,89,,,96,,,92
2822,C. Corkrean,1347167336,UNM,274,L,102,108,,,,106,,103
2823,L. Majerus,1347330026,UOST,103,R,91,97,,,,,,93
2824,R. Williams,1347378670,MSM,306,R,101,,100,,,,,101
2825,E. Hamberger,1347832124,CONN,39,L,,100,,,,,,100
2826,M. Cruz,1347892829,RUTG,230,R,101,,,96,,85,,94
2827,A. Speranza,1347903508,MRST,340,L,112,82,59,,,92,,99
2828,W. Crane,1348064634,BYU,981,L,100,98,105,99,,,,100
2829,B. Branigin,1348134953,LU,235,L,87,90,,,,99,,91
2830,H. Han,1348178401,TTU,272,R,100,107,,137,,,,107
2831,W. Nadeau,1348296851,VAN,826,R,99,122,118,94,103,114,,109
2832,T. Lee,1348598991,TC,30,R,57,,,,,,,57
2833,J. Lee,1348799968,LIP,769,L,100,104,105,,97,104,,102
2834,L. Voelz,1349019806,RICE,107,R,,104,,,96,,,100
2835,B. Smith,1349546051,UCF,452,R,104,104,,103,102,91,,101
2836,T. Ball,1349547135,BYU,374,R,99,95,90,101,,,,98
2837,R. Mealy,1349689556,MONM,1066,R,99,105,107,,,117,,106
2838,M. Wells,1349997148,HP,568,R,108,107,108,,,109,,108
2839,E. Hubbell,1350133171,ODU,309,R,88,89,,100,85,,,89
2840,S. Stockman,1350656112,UOST,228,L,101,87,81,,,100,,94
2841,J. Andrews,1350895740,MSM,102,R,100,96,,,,,,99
2842,J. ODay,1351023200,WKU,412,R,102,92,90,,,,,98
2843,J. Baker,1351664396,LBSU,437,L,99,100,,,,116,,101
2844,S. Perez,1351967895,CHAR,406,R,103,103,,85,,96,,96
2845,C. Diaz,1352184077,LAM,30,R,,119,,,,,,119
2846,T. Riley,1352895055,FIU,667,R,98,97,108,,,,,100
2847,T. Ramos,1354557665,COR,47,R,103,,,,,,,103
2848,A. Anselmo,1355643535,COOK,264,R,93,102,,103,,,,100
2849,G. Wilson,1355918950,OHIO,38,R,85,,,,,,,85
2850,T. Koehler,1356075535,SIUE,166,R,87,92,,101,,,,91
2851,T. Rose,1356169088,EMU,588,R,88,97,99,,79,101,,90
2852,Z. Mravlja,1356190318,ALBY,42,L,76,,,,,,,76
2853,N. McKinstry,1356894802,KENN,26,R,104,,,,,,,104
2854,K. Davis,1357223312,TAR,371,L,93,98,101,,,,,96
2855,J. Marciano,1357310320,AUB,1106,L,120,93,,77,102,103,,105
2856,C. Townsend,1357477972,MISS,833,R,123,119,123,104,,,98,114
2857,C. Hanawalt,1357981504,FOR,839,R,109,104,100,105,,97,,105
2858,J. Cullen,1358089441,URI,726,R,119,107,106,104,,94,,110
2859,M. Gray,1358965458,PITT,234,L,104,107,,,108,,,107
2860,G. Handal,1359062319,SIE,48,R,107,,,,,,,107
2861,M. Kimel,1359289124,HP,27,L,,,,,117,,,117
2862,Z. Johnson,1359333520,CSN,444,R,97,99,94,,95,85,,97
2863,J. Haver,1359754088,FRES,506,R,106,99,,,,94,,104
2864,B. Newman,1359782670,WOF,40,R,,105,,,,,,105
2865,P. Barr,1359978594,MICH,130,R,96,103,,,94,,,97
2866,C. Hoagland,1360113278,ECU,307,L,104,104,,,105,,,104
2867,D. Richardson,1360218301,SDST,273,R,91,110,102,106,,118,,104
2868,J. Schweitzer,1360294113,LOU,474,R,90,101,,99,92,104,,96
2869,M. Malki,1360471552,CBU,1090,R,101,103,107,,,124,,104
2870,C. Staton,1360812774,SMC,681,L,111,105,101,,,92,,107
2871,A. Floyd,1361761302,USA,158,R,116,94,,,,,,110
2872,J. Vogt,1361820138,SDST,174,R,86,87,,,,,,86
2873,E. Foley,1362158208,CAL,781,R,112,105,,,,99,,108
2874,J. Bauer,1362777296,MSST,407,L,108,118,,,113,94,,110
2875,C. Hensarling,1363417300,NICH,111,R,102,122,,,,,,110
2876,J. Olson,1363459349,LOU,77,L,99,95,,,,,,97
2877,T. Lutz,1364142286,JMU,807,L,100,97,,,,99,,99
2878,Z. Stichweh,1364211918,CHSO,366,R,104,85,,,,83,,96
2879,J. Hageman,1364895411,CAN,108,L,95,92,,,,108,,98
2880,J. Lyman,1365038619,NIU,149,L,115,,,,,,,115
2881,G. Bradberry,1365299081,BUT,788,R,98,91,,,93,96,,96
2882,A. Unga,1365904771,CREI,148,R,118,108,,,,,107,113
2883,C. Hamilton,1366075506,VAN,557,R,105,99,,107,,94,,103
2884,G. Beuter,1366299885,PUR,317,R,,111,,,103,104,,106
2885,L. Hymel,1366464894,UNO,299,R,108,99,83,,,,,104
2886,F. Caietta,1367055911,SPC,105,R,84,112,97,,,,,98
2887,G. Gardner,1367604490,APP,78,R,102,,,,,108,,104
2888,B. LeFevre,1367769271,MRST,177,R,94,87,,,,,,91
2889,J. Hasten,1368032648,ARPB,288,L,97,87,99,,,98,,96
2890,L. Nichols,1368237228,PRE,85,R,87,102,,,,,,94
2891,C. Weber,1369039521,ECU,215,R,118,119,,,,,,118
2892,C. Bedford,1370320027,HOF,524,R,104,83,,,102,88,,97
2893,M. Yusypchuk,1370357953,MOSU,354,R,95,104,95,,,99,,98
2894,T. Oaks,1370365224,WCU,144,R,87,103,,,,,,96
2895,A. Doganiero,1370596122,PITT,883,L,112,86,86,98,106,95,,101
2896,K. Hoffman,1370812454,HOU,1086,R,97,107,99,,100,99,,101
2897,A. Strickland,1371144370,LONG,114,R,95,,,,,102,,98
2898,K. Cienfuegos,1371321964,UTRGV,601,R,103,98,,,,109,,102
2899,V. Fusco,1371549182,UONH,96,L,84,95,,,,,,87
2900,M. Tripure,1371725069,WIU,468,R,95,100,,105,,102,,99
2901,S. Skarich,1372115749,ULM,136,R,115,,,,,,,115
2902,R. Brosnan,1372507042,ETSU,490,R,108,104,,100,,,,106
2903,A. Vining,1373138622,BRY,471,L,95,,100,,,104,,99
2904,C. Lafferty,1373661220,MVSU,44,R,88,,,,,,,88
2905,A. Jamison,1375900490,LIP,597,R,114,100,,104,,,,107
2906,N. Allen,1376476587,MISS,99,R,,,112,119,,,,117
2907,G. Keljo,1376690038,PORT,89,R,102,,,,,100,,101
2908,T. Holman,1377030852,SLU,474,R,102,94,,,,,,99
2909,C. Harrington,1377479237,COFC,900,R,106,97,97,,,102,,103
2910,K. Sutton,1377617805,ALCN,289,R,76,80,82,,,90,,80
2911,J. Baptist,1377735112,ALST,394,R,83,104,,,,,,90
2912,A. Branson,1377820581,DBU,124,R,101,,,,,115,,109
2913,J. Dohrmann,1378151362,MIZZ,341,R,99,97,96,99,99,98,,98
2914,R. King,1378876660,CSB,845,R,102,89,79,,,,,97
2915,P. Collopy,1378938680,MISS,42,L,97,,,,,,,97
2916,C. Garcia,1379204770,USD,300,R,96,87,,,,99,,95
2917,H. Richardson,1380244835,FGCU,458,R,113,105,103,,,,,108
2918,K. Giro,1380327680,MASS,32,R,93,,,,,,,93
2919,J. Qualia,1380505901,UTSA,541,R,82,106,106,,94,100,,96
2920,C. Everette,1380740801,WIN,74,L,97,93,,,,,,95
2921,R. Green,1380845086,IW,209,R,97,94,,,,,,96
2922,J. Ugo,1381661652,MURR,169,L,92,95,,,,99,,95
2923,W. Coleman,1381807902,UK,139,L,112,,,,,106,,109
2924,A. Poe,1382466937,AFA,544,R,87,87,96,,,88,,88
2925,C. Flanagan,1382477065,ULL,113,L,85,,,,,98,,88
2926,M. Senay,1383246846,USF,935,R,101,99,,,,96,,100
2927,B. Shea,1383375719,AMCC,118,R,101,,,,,114,,106
2928,P. Patterson,1383438321,MURR,219,R,109,93,,,105,,,103
2929,O. Hancock,1384474103,MISS,245,R,109,,,104,,,,107
2930,S. Michel,1384706481,NW,47,L,,,,,95,,,95
2931,O. Barkal,1384801355,MRMK,183,R,85,94,,,,,,92
2932,A. Terronez,1384862574,UIC,354,L,111,113,122,,95,,,113
2933,B. Walls,1385477278,TEX,359,R,115,114,,78,,,,100
2934,J. Hembree,1385534146,GAST,616,L,114,108,102,,,90,,110
2935,M. Rogers,1385652593,CAN,173,L,99,93,,,,115,,100
2936,N. Reese,1385877583,HOF,622,L,107,107,113,108,,91,,106
2937,E. Boeckmann,1385989710,WRST,168,L,96,95,,,94,,,95
2938,T. McKinstry,1386471821,WMU,117,R,99,108,,108,,,,105
2939,M. Stevenson,1386657229,BEL,459,R,112,117,125,121,,,,116
2940,K. Trichel,1386912149,NICH,287,R,98,95,96,,94,,,96
2941,E. Wilson,1386974604,APP,405,R,91,104,105,102,,,,99
2942,M. Boffalo,1387863310,CAN,30,R,88,,,,,,,88
2943,H. Acuna Guerrero,1387959904,UCRV,215,R,89,90,82,,81,95,,86
2944,B. MacCutcheon,1388051011,HC,30,L,98,,,,,,,98
2945,D. Henshaw,1388752720,STON,438,R,92,94,95,88,,100,,93
2946,R. Skwarek,1390432229,SIND,201,R,98,,96,,,102,,98
2947,C. Richardson,1390499521,CCAR,556,L,108,102,,,102,108,,103
2948,B. Huwar,1390753761,CHSO,85,R,96,88,,,,,,93
2949,N. Franco,1391146306,TCU,238,L,112,116,,,113,,,114
2950,S. Benson,1392260388,NICH,113,L,85,,104,,,,,91
2951,E. Wilson,1392468862,RICH,130,R,97,101,,,,108,,100
2952,P. Herrenbruck,1392528315,OSU,1002,R,102,102,100,,97,86,,98
2953,J. Sperry,1392733460,MINN,447,R,88,108,,101,101,98,,101
2954,J. Stancil,1393044626,COFC,557,R,99,102,,,,111,,102
2955,T. Wentworth,1393233636,OKST,326,L,,100,,,106,93,,102
2956,E. Eberle,1393351645,LOU,1072,L,99,105,106,,101,96,,102
2957,H. Colagrande,1393390897,STON,584,R,108,100,98,100,,93,,102
2958,G. Stuckey,1393635550,OHIO,93,L,95,,,,,,,95
2959,O. Lee,1393988433,ND,311,R,97,,,,101,115,,106
2960,T. Crispin,1394251295,IW,116,R,94,92,,,,,,93
2961,T. Ryden,1395831251,SHSU,377,R,96,95,,,99,92,,96
2962,C. Blue,1395981292,CIN,820,R,98,98,89,108,,88,,99
2963,M. Hugas,1396093968,MER,1002,R,97,102,,91,102,100,,98
2964,V. Sharma,1396867807,HARV,48,R,96,,,,,,,96
2965,C. Reese,1397015302,NMSU,39,R,90,,,,,,,90
2966,M. Russell,1397135699,ARIZ,37,L,,97,,,,,,97
2967,M. Haythorn,1397353009,UNCO,206,R,89,97,94,,,,,92
2968,B. Pilot,1397683126,IW,270,R,105,112,,106,,105,,107
2969,J. Cook,1397707993,SCU,392,R,105,107,,,,,,106
2970,B. Upshaw,1397718099,GAST,35,R,97,,,,,,,97
2971,E. Buxton,1398244519,ASU,269,R,116,103,,103,,,,108
2972,C. Mello,1398290176,ALBY,403,R,106,116,109,99,,117,,108
2973,T. Sales,1399542288,AAMU,79,L,83,,,,,,,83
2974,S. Vander Hill,1399741722,PRE,35,R,95,,,,,,,95
2975,I. Miles,1399993326,UNCG,316,R,87,99,104,,,98,107,97
2976,H. Wade,1400450111,GASO,149,L,103,,87,,,,,99
2977,L. Lorence,1400453780,CARK,39,R,,92,,,,,,92
2978,A. Urban,1400833561,MINN,414,R,105,103,,101,97,103,,103
2979,C. Brown,1401538762,CSB,264,R,91,89,,,97,103,,93
2980,J. Tovar,1401671129,TXST,724,L,100,102,,116,110,,,109
2981,C. Kiesiner,1402009816,MRMK,119,R,93,94,,,,,,93
2982,A. Vander Loop,1402898814,MILW,338,R,97,83,,90,,86,,92
2983,W. Doak,1402945001,SIUE,173,L,115,,,,,,,115
2984,R. Malamed,1403014342,NIAG,385,R,104,93,100,,,,,102
2985,M. Hibben,1403994014,UNCO,82,L,90,92,,,,,,91
2986,C. Lucarelli,1404528725,UVA,310,R,110,99,94,91,,,,103
2987,G. Sumner,1404703032,BYU,1107,R,117,107,100,96,,86,,107
2988,C. McBurney,1405116398,BRWN,57,R,91,,,,,,,91
2989,M. Meyer,1405554480,NEOM,659,R,104,100,96,,,96,,102
2990,C. Hunter,1407004364,SAC,340,R,99,86,,,,107,,100
2991,C. Baack,1407742701,UVU,303,R,88,97,,,78,91,,88
2992,O. Birchard,1407829583,BRY,266,R,99,111,105,,,,,106
2993,L. Kinneen,1408559031,PRIN,841,R,94,104,105,,,105,,98
2994,M. Plummer,1410067776,NAVY,76,L,103,,,,,,,103
